mssubclass,mszoning,lotfrontage,lotshape,lotconfig,neighborhood,condition1,bldgtype,housestyle,overallqual,overallcond,yearbuilt,yearremodadd,roofstyle,exterior1st,exterior2nd,masvnrtype,masvnrarea,exterqual,extercond,foundation,bsmtqual,bsmtcond,bsmtexposure,bsmtfintype1,bsmtfinsf1,bsmtfintype2,bsmtfinsf2,bsmtunfsf,totalbsmtsf,heatingqc,centralair,electrical,grlivarea,bsmtfullbath,bsmthalfbath,fullbath,halfbath,bedroomabvgr,kitchenqual,totrmsabvgrd,functional,fireplaces,fireplacequ,garagetype,garageyrblt,garagefinish,garagecars,garagearea,garagequal,wooddecksf,openporchsf,enclosedporch,fence,miscfeature,miscval,mosold,yrsold,saletype,salecondition,saleprice,SalePrice Bucket
MSSubClass-120,MSZoning-RL,LotFrontage-43,LotShape-Reg,LotConfig-Inside,Neighborhood-Blmngtn,Condition1-Norm,BldgType-TwnhsE,HouseStyle-1Story,OverallQual-7,OverallCond-5,YearBuilt-2005,YearRemodAdd-2005,RoofStyle-Gable,Exterior1st-VinylSd,Exterior2nd-VinylSd,MasVnrType-BrkFace,MasVnrArea-145,ExterQual-Gd,ExterCond-TA,Foundation-PConc,BsmtQual-Gd,BsmtCond-TA,BsmtExposure-Gd,BsmtFinType1-GLQ,BsmtFinSF1-16,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-1346,TotalBsmtSF-1362,HeatingQC-Ex,CentralAir-Y,Electrical-SBrkr,GrLivArea-1506,BsmtFullBath-0,BsmtHalfBath-0,FullBath-2,HalfBath-0,BedroomAbvGr-2,KitchenQual-Gd,TotRmsAbvGrd-6,Functional-Typ,Fireplaces-1,FireplaceQu-Gd,GarageType-Attchd,GarageYrBlt-2005,GarageFinish-Fin,GarageCars-2,GarageArea-440,GarageQual-TA,WoodDeckSF-142,OpenPorchSF-20,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-4,YrSold-2006,SaleType-WD,SaleCondition-Normal,SalePrice-213490,gt_200000
MSSubClass-20,MSZoning-RL,LotFrontage-60,LotShape-Reg,LotConfig-Inside,Neighborhood-Edwards,Condition1-Norm,BldgType-1Fam,HouseStyle-1Story,OverallQual-4,OverallCond-5,YearBuilt-2005,YearRemodAdd-2005,RoofStyle-Gable,Exterior1st-VinylSd,Exterior2nd-VinylSd,MasVnrType-None,MasVnrArea-0,ExterQual-TA,ExterCond-TA,Foundation-PConc,BsmtQual-Gd,BsmtCond-TA,BsmtExposure-No,BsmtFinType1-GLQ,BsmtFinSF1-1024,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-108,TotalBsmtSF-1132,HeatingQC-Ex,CentralAir-Y,Electrical-SBrkr,GrLivArea-1132,BsmtFullBath-1,BsmtHalfBath-0,FullBath-1,HalfBath-1,BedroomAbvGr-2,KitchenQual-Gd,TotRmsAbvGrd-5,Functional-Typ,Fireplaces-0,FireplaceQu-NA,GarageType-Attchd,GarageYrBlt-2005,GarageFinish-Fin,GarageCars-2,GarageArea-451,GarageQual-TA,WoodDeckSF-252,OpenPorchSF-64,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-6,YrSold-2008,SaleType-WD,SaleCondition-Normal,SalePrice-176000,gt_100000
MSSubClass-20,MSZoning-RL,LotFrontage-64,LotShape-Reg,LotConfig-Inside,Neighborhood-CollgCr,Condition1-Norm,BldgType-1Fam,HouseStyle-1Story,OverallQual-7,OverallCond-5,YearBuilt-2006,YearRemodAdd-2006,RoofStyle-Gable,Exterior1st-VinylSd,Exterior2nd-VinylSd,MasVnrType-Stone,MasVnrArea-84,ExterQual-Gd,ExterCond-TA,Foundation-PConc,BsmtQual-Gd,BsmtCond-TA,BsmtExposure-Av,BsmtFinType1-GLQ,BsmtFinSF1-684,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-515,TotalBsmtSF-1199,HeatingQC-Ex,CentralAir-Y,Electrical-SBrkr,GrLivArea-1220,BsmtFullBath-1,BsmtHalfBath-0,FullBath-2,HalfBath-0,BedroomAbvGr-2,KitchenQual-Gd,TotRmsAbvGrd-6,Functional-Typ,Fireplaces-0,FireplaceQu-NA,GarageType-Attchd,GarageYrBlt-2006,GarageFinish-RFn,GarageCars-2,GarageArea-632,GarageQual-TA,WoodDeckSF-105,OpenPorchSF-54,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-7,YrSold-2006,SaleType-New,SaleCondition-Partial,SalePrice-194000,gt_100000
MSSubClass-50,MSZoning-RM,LotFrontage-52,LotShape-Reg,LotConfig-Inside,Neighborhood-OldTown,Condition1-Norm,BldgType-1Fam,HouseStyle-1.5Fin,OverallQual-5,OverallCond-5,YearBuilt-1930,YearRemodAdd-1950,RoofStyle-Gable,Exterior1st-Wd Sdng,Exterior2nd-Wd Sdng,MasVnrType-None,MasVnrArea-0,ExterQual-TA,ExterCond-TA,Foundation-CBlock,BsmtQual-TA,BsmtCond-TA,BsmtExposure-No,BsmtFinType1-LwQ,BsmtFinSF1-324,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-588,TotalBsmtSF-912,HeatingQC-Gd,CentralAir-Y,Electrical-FuseA,GrLivArea-1248,BsmtFullBath-0,BsmtHalfBath-0,FullBath-1,HalfBath-0,BedroomAbvGr-2,KitchenQual-TA,TotRmsAbvGrd-6,Functional-Typ,Fireplaces-0,FireplaceQu-NA,GarageType-Detchd,GarageYrBlt-1957,GarageFinish-Unf,GarageCars-1,GarageArea-160,GarageQual-Fa,WoodDeckSF-0,OpenPorchSF-0,EnclosedPorch-192,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-3,YrSold-2007,SaleType-WD,SaleCondition-Normal,SalePrice-87000,lt_100000
MSSubClass-120,MSZoning-RL,LotFrontage-43,LotShape-Reg,LotConfig-Inside,Neighborhood-Blmngtn,Condition1-Norm,BldgType-TwnhsE,HouseStyle-1Story,OverallQual-7,OverallCond-5,YearBuilt-2005,YearRemodAdd-2006,RoofStyle-Gable,Exterior1st-VinylSd,Exterior2nd-VinylSd,MasVnrType-BrkFace,MasVnrArea-14,ExterQual-Gd,ExterCond-TA,Foundation-PConc,BsmtQual-Gd,BsmtCond-Gd,BsmtExposure-No,BsmtFinType1-GLQ,BsmtFinSF1-16,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-1330,TotalBsmtSF-1346,HeatingQC-Ex,CentralAir-Y,Electrical-SBrkr,GrLivArea-1504,BsmtFullBath-0,BsmtHalfBath-0,FullBath-2,HalfBath-0,BedroomAbvGr-2,KitchenQual-Gd,TotRmsAbvGrd-7,Functional-Typ,Fireplaces-1,FireplaceQu-Gd,GarageType-Attchd,GarageYrBlt-2005,GarageFinish-Fin,GarageCars-2,GarageArea-437,GarageQual-TA,WoodDeckSF-156,OpenPorchSF-20,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-5,YrSold-2008,SaleType-WD,SaleCondition-Normal,SalePrice-191000,gt_100000
MSSubClass-20,MSZoning-RL,LotFrontage-NA,LotShape-IR1,LotConfig-Corner,Neighborhood-Timber,Condition1-Norm,BldgType-1Fam,HouseStyle-1Story,OverallQual-8,OverallCond-6,YearBuilt-1976,YearRemodAdd-1976,RoofStyle-Hip,Exterior1st-Stone,Exterior2nd-HdBoard,MasVnrType-None,MasVnrArea-0,ExterQual-Gd,ExterCond-TA,Foundation-CBlock,BsmtQual-Gd,BsmtCond-TA,BsmtExposure-Av,BsmtFinType1-ALQ,BsmtFinSF1-1165,BsmtFinType2-LwQ,BsmtFinSF2-400,BsmtUnfSF-0,TotalBsmtSF-1565,HeatingQC-TA,CentralAir-Y,Electrical-SBrkr,GrLivArea-2898,BsmtFullBath-1,BsmtHalfBath-0,FullBath-2,HalfBath-0,BedroomAbvGr-2,KitchenQual-Gd,TotRmsAbvGrd-10,Functional-Typ,Fireplaces-1,FireplaceQu-Gd,GarageType-Attchd,GarageYrBlt-1976,GarageFinish-Fin,GarageCars-2,GarageArea-665,GarageQual-TA,WoodDeckSF-0,OpenPorchSF-72,EnclosedPorch-174,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-5,YrSold-2008,SaleType-COD,SaleCondition-Abnorml,SalePrice-287000,gt_200000
MSSubClass-20,MSZoning-RL,LotFrontage-70,LotShape-Reg,LotConfig-Corner,Neighborhood-CollgCr,Condition1-Norm,BldgType-1Fam,HouseStyle-1Story,OverallQual-5,OverallCond-5,YearBuilt-1972,YearRemodAdd-1972,RoofStyle-Gable,Exterior1st-VinylSd,Exterior2nd-VinylSd,MasVnrType-None,MasVnrArea-0,ExterQual-TA,ExterCond-TA,Foundation-CBlock,BsmtQual-TA,BsmtCond-TA,BsmtExposure-No,BsmtFinType1-LwQ,BsmtFinSF1-138,BsmtFinType2-Rec,BsmtFinSF2-468,BsmtUnfSF-276,TotalBsmtSF-882,HeatingQC-TA,CentralAir-Y,Electrical-SBrkr,GrLivArea-882,BsmtFullBath-1,BsmtHalfBath-0,FullBath-1,HalfBath-0,BedroomAbvGr-3,KitchenQual-TA,TotRmsAbvGrd-5,Functional-Typ,Fireplaces-0,FireplaceQu-NA,GarageType-Detchd,GarageYrBlt-1980,GarageFinish-Unf,GarageCars-2,GarageArea-461,GarageQual-TA,WoodDeckSF-96,OpenPorchSF-0,EnclosedPorch-0,Fence-MnPrv,MiscFeature-NA,MiscVal-0,MoSold-3,YrSold-2007,SaleType-WD,SaleCondition-Normal,SalePrice-112500,gt_100000
MSSubClass-20,MSZoning-RL,LotFrontage-73,LotShape-Reg,LotConfig-Inside,Neighborhood-NAmes,Condition1-Feedr,BldgType-1Fam,HouseStyle-1Story,OverallQual-5,OverallCond-5,YearBuilt-1960,YearRemodAdd-1960,RoofStyle-Gable,Exterior1st-MetalSd,Exterior2nd-HdBoard,MasVnrType-BrkFace,MasVnrArea-324,ExterQual-TA,ExterCond-TA,Foundation-CBlock,BsmtQual-TA,BsmtCond-TA,BsmtExposure-No,BsmtFinType1-Rec,BsmtFinSF1-697,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-571,TotalBsmtSF-1268,HeatingQC-TA,CentralAir-Y,Electrical-SBrkr,GrLivArea-1264,BsmtFullBath-1,BsmtHalfBath-0,FullBath-1,HalfBath-0,BedroomAbvGr-3,KitchenQual-TA,TotRmsAbvGrd-6,Functional-Typ,Fireplaces-2,FireplaceQu-Gd,GarageType-Attchd,GarageYrBlt-1960,GarageFinish-Unf,GarageCars-2,GarageArea-461,GarageQual-TA,WoodDeckSF-0,OpenPorchSF-0,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-4,YrSold-2010,SaleType-WD,SaleCondition-Normal,SalePrice-167500,gt_100000
MSSubClass-20,MSZoning-RL,LotFrontage-71,LotShape-IR1,LotConfig-Inside,Neighborhood-Timber,Condition1-Norm,BldgType-1Fam,HouseStyle-1Story,OverallQual-8,OverallCond-5,YearBuilt-2007,YearRemodAdd-2008,RoofStyle-Gable,Exterior1st-VinylSd,Exterior2nd-VinylSd,MasVnrType-Stone,MasVnrArea-338,ExterQual-Gd,ExterCond-TA,Foundation-PConc,BsmtQual-Gd,BsmtCond-TA,BsmtExposure-Gd,BsmtFinType1-GLQ,BsmtFinSF1-1513,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-125,TotalBsmtSF-1638,HeatingQC-Ex,CentralAir-Y,Electrical-SBrkr,GrLivArea-1646,BsmtFullBath-1,BsmtHalfBath-0,FullBath-2,HalfBath-0,BedroomAbvGr-3,KitchenQual-Gd,TotRmsAbvGrd-7,Functional-Typ,Fireplaces-1,FireplaceQu-Gd,GarageType-Attchd,GarageYrBlt-2008,GarageFinish-RFn,GarageCars-3,GarageArea-800,GarageQual-TA,WoodDeckSF-192,OpenPorchSF-44,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-4,YrSold-2008,SaleType-New,SaleCondition-Partial,SalePrice-293077,gt_200000
MSSubClass-50,MSZoning-RL,LotFrontage-79,LotShape-Reg,LotConfig-Inside,Neighborhood-NAmes,Condition1-Artery,BldgType-1Fam,HouseStyle-1.5Fin,OverallQual-5,OverallCond-5,YearBuilt-1941,YearRemodAdd-1950,RoofStyle-Gable,Exterior1st-WdShing,Exterior2nd-Wd Shng,MasVnrType-None,MasVnrArea-0,ExterQual-TA,ExterCond-TA,Foundation-CBlock,BsmtQual-TA,BsmtCond-TA,BsmtExposure-No,BsmtFinType1-Rec,BsmtFinSF1-368,BsmtFinType2-BLQ,BsmtFinSF2-41,BsmtUnfSF-359,TotalBsmtSF-768,HeatingQC-TA,CentralAir-Y,Electrical-SBrkr,GrLivArea-1376,BsmtFullBath-1,BsmtHalfBath-0,FullBath-1,HalfBath-0,BedroomAbvGr-3,KitchenQual-TA,TotRmsAbvGrd-6,Functional-Typ,Fireplaces-1,FireplaceQu-Gd,GarageType-Attchd,GarageYrBlt-1941,GarageFinish-Unf,GarageCars-1,GarageArea-240,GarageQual-TA,WoodDeckSF-0,OpenPorchSF-0,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-4,YrSold-2007,SaleType-WD,SaleCondition-Normal,SalePrice-105000,gt_100000
MSSubClass-160,MSZoning-RM,LotFrontage-21,LotShape-Reg,LotConfig-Inside,Neighborhood-BrDale,Condition1-Norm,BldgType-Twnhs,HouseStyle-2Story,OverallQual-6,OverallCond-7,YearBuilt-1972,YearRemodAdd-1972,RoofStyle-Gable,Exterior1st-HdBoard,Exterior2nd-HdBoard,MasVnrType-BrkFace,MasVnrArea-281,ExterQual-TA,ExterCond-TA,Foundation-CBlock,BsmtQual-TA,BsmtCond-TA,BsmtExposure-No,BsmtFinType1-BLQ,BsmtFinSF1-317,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-355,TotalBsmtSF-672,HeatingQC-Gd,CentralAir-Y,Electrical-SBrkr,GrLivArea-1218,BsmtFullBath-0,BsmtHalfBath-1,FullBath-1,HalfBath-1,BedroomAbvGr-3,KitchenQual-TA,TotRmsAbvGrd-7,Functional-Typ,Fireplaces-0,FireplaceQu-NA,GarageType-Detchd,GarageYrBlt-1972,GarageFinish-Unf,GarageCars-1,GarageArea-264,GarageQual-TA,WoodDeckSF-0,OpenPorchSF-28,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-5,YrSold-2006,SaleType-WD,SaleCondition-Normal,SalePrice-118000,gt_100000
MSSubClass-190,MSZoning-RH,LotFrontage-NA,LotShape-Reg,LotConfig-Inside,Neighborhood-SWISU,Condition1-Norm,BldgType-2fmCon,HouseStyle-2Story,OverallQual-5,OverallCond-8,YearBuilt-1916,YearRemodAdd-1995,RoofStyle-Gable,Exterior1st-VinylSd,Exterior2nd-VinylSd,MasVnrType-None,MasVnrArea-0,ExterQual-TA,ExterCond-TA,Foundation-PConc,BsmtQual-TA,BsmtCond-TA,BsmtExposure-Mn,BsmtFinType1-Unf,BsmtFinSF1-0,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-686,TotalBsmtSF-686,HeatingQC-Gd,CentralAir-Y,Electrical-SBrkr,GrLivArea-1928,BsmtFullBath-0,BsmtHalfBath-0,FullBath-2,HalfBath-0,BedroomAbvGr-5,KitchenQual-TA,TotRmsAbvGrd-10,Functional-Typ,Fireplaces-0,FireplaceQu-NA,GarageType-NA,GarageYrBlt-NA,GarageFinish-NA,GarageCars-0,GarageArea-0,GarageQual-NA,WoodDeckSF-0,OpenPorchSF-0,EnclosedPorch-228,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-7,YrSold-2006,SaleType-WD,SaleCondition-Normal,SalePrice-160000,gt_100000
MSSubClass-75,MSZoning-RL,LotFrontage-102,LotShape-Reg,LotConfig-Corner,Neighborhood-SWISU,Condition1-Norm,BldgType-1Fam,HouseStyle-2.5Fin,OverallQual-7,OverallCond-3,YearBuilt-1920,YearRemodAdd-1970,RoofStyle-Gable,Exterior1st-Wd Sdng,Exterior2nd-Plywood,MasVnrType-None,MasVnrArea-0,ExterQual-TA,ExterCond-TA,Foundation-BrkTil,BsmtQual-TA,BsmtCond-TA,BsmtExposure-No,BsmtFinType1-GLQ,BsmtFinSF1-523,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-301,TotalBsmtSF-824,HeatingQC-Ex,CentralAir-Y,Electrical-SBrkr,GrLivArea-3082,BsmtFullBath-1,BsmtHalfBath-0,FullBath-2,HalfBath-1,BedroomAbvGr-5,KitchenQual-TA,TotRmsAbvGrd-12,Functional-Typ,Fireplaces-2,FireplaceQu-TA,GarageType-Basment,GarageYrBlt-1970,GarageFinish-Fin,GarageCars-2,GarageArea-672,GarageQual-TA,WoodDeckSF-136,OpenPorchSF-63,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-8,YrSold-2009,SaleType-WD,SaleCondition-Normal,SalePrice-197000,gt_100000
MSSubClass-60,MSZoning-RL,LotFrontage-NA,LotShape-IR1,LotConfig-Corner,Neighborhood-NoRidge,Condition1-Norm,BldgType-1Fam,HouseStyle-2Story,OverallQual-8,OverallCond-7,YearBuilt-1993,YearRemodAdd-1993,RoofStyle-Gable,Exterior1st-MetalSd,Exterior2nd-MetalSd,MasVnrType-None,MasVnrArea-0,ExterQual-Gd,ExterCond-Gd,Foundation-PConc,BsmtQual-Gd,BsmtCond-Gd,BsmtExposure-No,BsmtFinType1-GLQ,BsmtFinSF1-1012,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-326,TotalBsmtSF-1338,HeatingQC-Ex,CentralAir-Y,Electrical-SBrkr,GrLivArea-2520,BsmtFullBath-1,BsmtHalfBath-0,FullBath-2,HalfBath-1,BedroomAbvGr-5,KitchenQual-Gd,TotRmsAbvGrd-10,Functional-Typ,Fireplaces-1,FireplaceQu-TA,GarageType-Attchd,GarageYrBlt-1993,GarageFinish-RFn,GarageCars-3,GarageArea-796,GarageQual-TA,WoodDeckSF-209,OpenPorchSF-55,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-11,YrSold-2006,SaleType-WD,SaleCondition-Abnorml,SalePrice-310000,gt_300000
MSSubClass-20,MSZoning-RL,LotFrontage-NA,LotShape-Reg,LotConfig-Inside,Neighborhood-CollgCr,Condition1-Norm,BldgType-1Fam,HouseStyle-1Story,OverallQual-7,OverallCond-5,YearBuilt-2002,YearRemodAdd-2002,RoofStyle-Gable,Exterior1st-VinylSd,Exterior2nd-VinylSd,MasVnrType-Stone,MasVnrArea-295,ExterQual-Gd,ExterCond-TA,Foundation-PConc,BsmtQual-Gd,BsmtCond-TA,BsmtExposure-No,BsmtFinType1-GLQ,BsmtFinSF1-986,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-668,TotalBsmtSF-1654,HeatingQC-Ex,CentralAir-Y,Electrical-SBrkr,GrLivArea-1654,BsmtFullBath-1,BsmtHalfBath-0,FullBath-2,HalfBath-0,BedroomAbvGr-3,KitchenQual-Gd,TotRmsAbvGrd-6,Functional-Typ,Fireplaces-0,FireplaceQu-NA,GarageType-Attchd,GarageYrBlt-2002,GarageFinish-Unf,GarageCars-3,GarageArea-900,GarageQual-TA,WoodDeckSF-0,OpenPorchSF-136,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-2,YrSold-2006,SaleType-WD,SaleCondition-Normal,SalePrice-230000,gt_200000
MSSubClass-30,MSZoning-RL,LotFrontage-50,LotShape-Reg,LotConfig-Inside,Neighborhood-Crawfor,Condition1-Norm,BldgType-1Fam,HouseStyle-1Story,OverallQual-5,OverallCond-7,YearBuilt-1938,YearRemodAdd-1950,RoofStyle-Gable,Exterior1st-MetalSd,Exterior2nd-MetalSd,MasVnrType-None,MasVnrArea-0,ExterQual-TA,ExterCond-Gd,Foundation-PConc,BsmtQual-Fa,BsmtCond-Fa,BsmtExposure-No,BsmtFinType1-Unf,BsmtFinSF1-0,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-920,TotalBsmtSF-920,HeatingQC-Ex,CentralAir-Y,Electrical-SBrkr,GrLivArea-954,BsmtFullBath-0,BsmtHalfBath-0,FullBath-1,HalfBath-0,BedroomAbvGr-2,KitchenQual-Fa,TotRmsAbvGrd-5,Functional-Typ,Fireplaces-1,FireplaceQu-Gd,GarageType-Basment,GarageYrBlt-1938,GarageFinish-Unf,GarageCars-1,GarageArea-240,GarageQual-Fa,WoodDeckSF-0,OpenPorchSF-0,EnclosedPorch-0,Fence-MnPrv,MiscFeature-NA,MiscVal-0,MoSold-6,YrSold-2007,SaleType-WD,SaleCondition-Normal,SalePrice-119750,gt_100000
MSSubClass-20,MSZoning-RL,LotFrontage-NA,LotShape-IR1,LotConfig-CulDSac,Neighborhood-Edwards,Condition1-Norm,BldgType-1Fam,HouseStyle-1Story,OverallQual-4,OverallCond-3,YearBuilt-1957,YearRemodAdd-1957,RoofStyle-Gable,Exterior1st-Wd Sdng,Exterior2nd-Wd Sdng,MasVnrType-None,MasVnrArea-0,ExterQual-TA,ExterCond-Gd,Foundation-Slab,BsmtQual-NA,BsmtCond-NA,BsmtExposure-NA,BsmtFinType1-NA,BsmtFinSF1-0,BsmtFinType2-NA,BsmtFinSF2-0,BsmtUnfSF-0,TotalBsmtSF-0,HeatingQC-Ex,CentralAir-N,Electrical-SBrkr,GrLivArea-845,BsmtFullBath-0,BsmtHalfBath-0,FullBath-1,HalfBath-0,BedroomAbvGr-3,KitchenQual-TA,TotRmsAbvGrd-5,Functional-Typ,Fireplaces-0,FireplaceQu-NA,GarageType-Detchd,GarageYrBlt-1957,GarageFinish-Unf,GarageCars-1,GarageArea-290,GarageQual-TA,WoodDeckSF-186,OpenPorchSF-0,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-1,YrSold-2009,SaleType-WD,SaleCondition-Normal,SalePrice-84000,lt_100000
MSSubClass-20,MSZoning-RL,LotFrontage-89,LotShape-IR1,LotConfig-Inside,Neighborhood-Timber,Condition1-Norm,BldgType-1Fam,HouseStyle-1Story,OverallQual-9,OverallCond-5,YearBuilt-2007,YearRemodAdd-2008,RoofStyle-Hip,Exterior1st-VinylSd,Exterior2nd-VinylSd,MasVnrType-Stone,MasVnrArea-70,ExterQual-Gd,ExterCond-TA,Foundation-PConc,BsmtQual-Ex,BsmtCond-TA,BsmtExposure-Gd,BsmtFinType1-GLQ,BsmtFinSF1-1022,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-598,TotalBsmtSF-1620,HeatingQC-Ex,CentralAir-Y,Electrical-SBrkr,GrLivArea-1620,BsmtFullBath-1,BsmtHalfBath-0,FullBath-2,HalfBath-0,BedroomAbvGr-2,KitchenQual-Ex,TotRmsAbvGrd-6,Functional-Typ,Fireplaces-1,FireplaceQu-Ex,GarageType-Attchd,GarageYrBlt-2008,GarageFinish-Fin,GarageCars-3,GarageArea-912,GarageQual-TA,WoodDeckSF-228,OpenPorchSF-0,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-9,YrSold-2009,SaleType-WD,SaleCondition-Normal,SalePrice-315500,gt_300000
MSSubClass-60,MSZoning-RL,LotFrontage-NA,LotShape-Reg,LotConfig-Inside,Neighborhood-CollgCr,Condition1-Norm,BldgType-1Fam,HouseStyle-2Story,OverallQual-8,OverallCond-5,YearBuilt-2001,YearRemodAdd-2002,RoofStyle-Gable,Exterior1st-VinylSd,Exterior2nd-VinylSd,MasVnrType-BrkFace,MasVnrArea-396,ExterQual-Gd,ExterCond-TA,Foundation-PConc,BsmtQual-Gd,BsmtCond-TA,BsmtExposure-No,BsmtFinType1-Unf,BsmtFinSF1-0,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-1055,TotalBsmtSF-1055,HeatingQC-Ex,CentralAir-Y,Electrical-SBrkr,GrLivArea-2263,BsmtFullBath-0,BsmtHalfBath-0,FullBath-2,HalfBath-1,BedroomAbvGr-3,KitchenQual-Gd,TotRmsAbvGrd-7,Functional-Typ,Fireplaces-1,FireplaceQu-TA,GarageType-BuiltIn,GarageYrBlt-2001,GarageFinish-Fin,GarageCars-2,GarageArea-905,GarageQual-TA,WoodDeckSF-0,OpenPorchSF-45,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-9,YrSold-2008,SaleType-WD,SaleCondition-Normal,SalePrice-287000,gt_200000
MSSubClass-160,MSZoning-RM,LotFrontage-21,LotShape-Reg,LotConfig-Inside,Neighborhood-MeadowV,Condition1-Norm,BldgType-Twnhs,HouseStyle-2Story,OverallQual-4,OverallCond-6,YearBuilt-1970,YearRemodAdd-2008,RoofStyle-Gable,Exterior1st-CemntBd,Exterior2nd-CmentBd,MasVnrType-None,MasVnrArea-0,ExterQual-TA,ExterCond-TA,Foundation-CBlock,BsmtQual-TA,BsmtCond-TA,BsmtExposure-No,BsmtFinType1-Unf,BsmtFinSF1-0,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-546,TotalBsmtSF-546,HeatingQC-TA,CentralAir-Y,Electrical-SBrkr,GrLivArea-1344,BsmtFullBath-0,BsmtHalfBath-0,FullBath-1,HalfBath-1,BedroomAbvGr-3,KitchenQual-TA,TotRmsAbvGrd-6,Functional-Typ,Fireplaces-1,FireplaceQu-TA,GarageType-NA,GarageYrBlt-NA,GarageFinish-NA,GarageCars-0,GarageArea-0,GarageQual-NA,WoodDeckSF-0,OpenPorchSF-0,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-5,YrSold-2009,SaleType-WD,SaleCondition-Normal,SalePrice-97000,lt_100000
MSSubClass-180,MSZoning-RM,LotFrontage-21,LotShape-Reg,LotConfig-Inside,Neighborhood-MeadowV,Condition1-Norm,BldgType-TwnhsE,HouseStyle-SFoyer,OverallQual-4,OverallCond-4,YearBuilt-1970,YearRemodAdd-1970,RoofStyle-Gable,Exterior1st-CemntBd,Exterior2nd-CmentBd,MasVnrType-None,MasVnrArea-0,ExterQual-TA,ExterCond-TA,Foundation-CBlock,BsmtQual-Gd,BsmtCond-TA,BsmtExposure-Av,BsmtFinType1-GLQ,BsmtFinSF1-509,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-121,TotalBsmtSF-630,HeatingQC-TA,CentralAir-Y,Electrical-SBrkr,GrLivArea-630,BsmtFullBath-1,BsmtHalfBath-0,FullBath-1,HalfBath-0,BedroomAbvGr-1,KitchenQual-TA,TotRmsAbvGrd-3,Functional-Typ,Fireplaces-0,FireplaceQu-NA,GarageType-Attchd,GarageYrBlt-1970,GarageFinish-Unf,GarageCars-1,GarageArea-286,GarageQual-TA,WoodDeckSF-0,OpenPorchSF-0,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-4,YrSold-2009,SaleType-WD,SaleCondition-Normal,SalePrice-80000,lt_100000
